title,description,url,publishedAt,content
AI is expected to fuel Wall Street's tech hiring in 2025. Headhunters break down what you need to know to get a leg up.,"The tech job market is tough, but a bright spot is emerging. Here's what recruiters say will help you get hired for a tech job on Wall Street.",https://www.businessinsider.com/how-to-get-tech-job-on-wall-street-recruiter-advice-2024-12,2024-12-25T20:15:09Z,"Westend61/Getty Images
<ul><li>Recruiters say Wall Street firms are planning to hire more tech talent next year.</li><li>Jobs at AI companies like Nvidia and OpenAI, or ones that work with their pro… [+6327 chars]"
A new CFPB rule could lower overdraft fees to just $5 — here's what that could mean for checking account customers,The Consumer Financial Protection Bureau just published a final rule that could cap overdraft fees at $5. Find out what that could mean for you.,https://www.businessinsider.com/cfpb-rule-caps-overdraft-fees-what-it-means-for-customers-2024-12,2024-12-13T16:26:23Z,Affiliate links for the products on this page are from partners that compensate us and terms apply to offers listed (see our advertiser disclosure with our list of partners for more details). However… [+7242 chars]
What just happened in South Korea?,"Lawmakers vote to impeach acting president Han Duck-soo, two weeks after voting to impeach the president.",https://www.bbc.com/news/videos/c983meg8pyro,2024-12-27T10:57:05Z,"South Korea has voted to impeach its acting president Han Duck-soo, two weeks after parliament voted to impeach its President Yoon Suk Yeol. 
There were rowdy scenes in the National Assembly after t… [+778 chars]"
How IRL social apps like Partiful and Timeleft are getting people to hang out in person,IRL social apps are transforming the social media landscape by prioritizing real-world interactions.,https://www.businessinsider.com/irl-social-apps-partiful-timeleft-tackle-loneliness,2024-12-30T15:50:16Z,"At a 222 event in New York, new friends exchange Instagram handles and phone numbers to keep in touch.Sydney Bradley/Business Insider
<ul><li>Many social-media users are looking to make friends and … [+3449 chars]"
$250 remaining of L&D budget – what to spend on?,Comments,https://news.ycombinator.com/item?id=42521660,2024-12-27T12:36:15Z,"Currently learning basic SQL (for free on Code Academy), already have a Coursera subscription for business courses. Interested in different forms of learning (MOOCs don't really engage me that well).… [+474 chars]"
His video startup made him wealthy. Now comes the hard part: figuring out what to do with the rest of his life.,"32-year-old Vinay Hiremath has studied physics, climbed Himalayan mountains, and worked for DOGE for a month since leaving the company he co-founded.",https://www.businessinsider.com/vinay-hiremath-founder-finding-purpose-after-loom-exit-atlassian-2025-1,2025-01-03T06:30:44Z,"Vinay Hiremath (left), a co-founder of Loom, reflected on finding purpose after selling the company.Loom
<ul><li>Vinay Hiremath, a co-founder of Loom, just wrote about finding purpose after selling … [+3407 chars]"
"It's been 20 years since Oracle bought two software rivals, changing the market forever","After lawsuits and poison pills, PeopleSoft and JD Edwards failed to resist the lure of Oracle's ambition
Feature Twenty years ago next week, Oracle closed the $10.3 billion deal to buy HR and finance software specialist PeopleSoft after a fraught, drawn-out,…",https://www.theregister.com/2025/01/02/twenty_years_since_oracle_bought_peoplesoft/,2025-01-02T17:00:10Z,"Feature Twenty years ago next week, Oracle closed the $10.3 billion deal to buy HR and finance software specialist PeopleSoft after a fraught, drawn-out, hostile takeover.
It marked the high point i… [+12741 chars]"
Francis Ford Coppola Picks His Favorite Criterion Movies & Gives Advice to Filmmakers,"Upon stepping into the hallowed Criterion Closet, stocked with hundreds of that cinephile video label’s finest releases, Francis Ford Coppola speaks of a director who “believed in a film he wanted to make, and used his entire fortune, because the financing sy…",https://www.openculture.com/?p=1121369,2024-12-26T09:00:54Z,"Upon step­ping into the hal­lowed Cri­te­ri­on Clos­et, stocked with hun­dreds of that cinephile video labels finest releas­es, Fran­cis Ford Cop­po­la speaks of a direc­tor who believed in a film he… [+2975 chars]"
World Bank approves $2 billion for Ukraine including funds from new US loan fund,WASHINGTON (Reuters) -The World Bank said on Wednesday its executive board approved $2.05 billion in Development Policy Operation funding for Ukraine that...,https://www.yahoo.com/news/world-bank-approves-2-billion-181654427.html,2024-12-18T18:16:54Z,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
B… [+2668 chars]"
Why Robinhood beats Coinbase for crypto traders,"With many investors looking toward crypto, Mizuho senior analyst Dan Dolev has a big tip for acquiring tokens—another word for cryptocurrency. ""[Using...",https://finance.yahoo.com/video/why-robinhood-beats-coinbase-crypto-200017514.html,2024-12-23T20:00:17Z,"With many investors looking toward crypto, Mizuho senior analyst Dan Dolev has a big tip for acquiring tokensanother word for cryptocurrency. ""[Using] Robinhood (HOOD) costs you a fraction of what it… [+461 chars]"
Three Israelis killed in shooting attack in occupied West Bank,Israeli Finance Minister Bezalel Smotrich says Palestinian communities in West Bank should look like Gaza's 'Jabalia'.,https://www.aljazeera.com/news/2025/1/6/three-israelis-killed-in-shooting-attack-in-occupied-west-bank,2025-01-06T16:29:22Z,"Three Israelis were killed and eight others injured in a shooting attack near the illegal West Bank settlement of Kedumim, Israeli authorities have said.
Israeli media outlets cited security officia… [+3140 chars]"
Apple makes CFO transition official as Luca Maestri departs role,"Apple announced last year that the company’s CFO Luca Maestri would move to a new role in 2025. As promised, the company has now issued a report to investors making Maestri’s transition from CFO official.



 more…",https://9to5mac.com/2025/01/03/apple-cfo-luca-maestri/,2025-01-03T22:02:05Z,"Apple announced last year that the company’s CFO Luca Maestri would move to a new role in 2025. As promised, the company has now issued a report to investors making Maestri’s transition from CFO offi… [+2138 chars]"
Le syndicalisme à la peine,"/ Syndicalisme, Monde - Economie et finance
 / Syndicalisme, Monde - Economie et finance",https://www.monde-diplomatique.fr/cartes/syndicalisme-monde,2024-12-17T15:25:07Z,"Le succès en salles de « LHistoire de Souleymane », de Boris Lojkine ou « Au boulot ! », de Gilles Perret et François Ruffin suggère une attention nouvelle aux réalités du travail, sa précarité ou se… [+2998 chars]"
Canada Prime Minister Justin Trudeau to Step Down as Leader of Liberal Party. What to Know,"Canadian Prime Minister Justin Trudeau is stepping down as the leader of the ruling Liberal Party, following months of pressure from partymates to resign amid increasingly poor public approval ratings.",https://time.com/7205012/justin-trudeau-resigns-liberal-party-leader/,2025-01-06T16:16:48Z,"Canadian Prime Minister Justin Trudeau is stepping down as the leader of the ruling Liberal Party, following months of pressure from partymates to resign amid increasingly poor public approval rating… [+5757 chars]"
Writer’s new AI model aims to fix the ‘sameness problem’ in generative content,"Writer AI launches Palmyra Creative, a $1.9B enterprise AI solution that breaks free from generic AI content, offering businesses unique creative outputs at one-sixth the training cost of competitors.",https://venturebeat.com/ai/writer-new-ai-model-aims-to-fix-the-sameness-problem-in-generative-content/,2024-12-17T14:00:00Z,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Writer, the fast-rising enterprise AI startup recently valued at $1.9 b… [+7143 chars]"
"Taiwan’s presidential hopeful Ko charged with bribery, misusing donations",Former major of Taipei Ko Wen-je has been indicted over property development and campaign finance scandals.,https://www.aljazeera.com/news/2024/12/26/taiwans-presidential-hopeful-ko-charged-with-bribery-misusing-donations,2024-12-26T05:20:52Z,"Taiwans former presidential candidate Ko Wen-je has been charged for allegedly accepting bribes and misusing political donations.
Ko was indicted by prosecutors on Thursday following probes into all… [+1468 chars]"
Tonga elects new prime minister after predecessor’s sudden resignation,"'Aisake Valu Eke, former finance minister, is set to lead the Pacific nation until elections in November 2025.",https://www.aljazeera.com/news/2024/12/24/tonga-elects-new-prime-minister-after-predecessors-sudden-resignation,2024-12-24T06:51:12Z,"Tonga has elected a new leader by secret ballot in parliament, two weeks after the previous prime minister abruptly resigned, following a power struggle with the Pacific nations royal family.
Vetera… [+2204 chars]"
Canadian ministers to talk tariffs with Trump aides in Florida,Visit by Canada's foreign affairs and finance ministers comes as country hopes to avoid 25-percent US tariffs.,https://www.aljazeera.com/news/2024/12/27/canadian-ministers-to-talk-tariffs-with-trump-aides-in-florida,2024-12-27T17:39:24Z,"The Canadian ministers of finance and foreign affairs are set to hold talks in the US state of Florida with aides to Donald Trump, as the incoming United States presidents threat of hitting Canada wi… [+4422 chars]"
Le travail ménager reste majoritairement à la charge des mères,"/ France, Femmes, Inégalités, Travail, Enfance - Economie et finance
 / France, Femmes, Inégalités, Travail, Enfance - Economie et finance",https://www.monde-diplomatique.fr/cartes/travail_menager,2024-12-17T17:51:55Z,"Le succès en salles de « LHistoire de Souleymane », de Boris Lojkine ou « Au boulot ! », de Gilles Perret et François Ruffin suggère une attention nouvelle aux réalités du travail, sa précarité ou se… [+2970 chars]"
AI model for near-instant image creation on consumer-grade hardware,Comments,https://www.surrey.ac.uk/news/surrey-announces-worlds-first-ai-model-near-instant-image-creation-consumer-grade-hardware,2024-12-10T16:44:52Z,"The technology is available immediately through https://chendaryen.github.io/NitroFusion.github.io/, with comprehensive documentation and community support resources. 
Notes to editors 
About the S… [+1478 chars]"
Ask HN: Who wants to be hired? (January 2025),Comments,https://news.ycombinator.com/item?id=42575535,2025-01-02T16:00:09Z,"Location: Montréal, CanadaRemote: I can do remote or on-site, but prefer on-site
Willing to relocate: Yes. I speak French and English. Easy to get visa for the US, Europe, and Commonwealth countries… [+1424 chars]"
MicroStrategy Buys More Bitcoin as Funding Draws Scrutiny,(Bloomberg) -- MicroStrategy Inc. bought another $2.1 billion in Bitcoin while its combination of equity and fixed-income securities sales to finance the...,https://finance.yahoo.com/news/microstrategy-buys-more-bitcoin-funding-144107180.html,2024-12-09T14:41:07Z,(Bloomberg) -- MicroStrategy Inc. bought another $2.1 billion in Bitcoin while its combination of equity and fixed-income securities sales to finance the rapidly increasing acquisitions draws increas… [+3673 chars]
"Matt Gaetz Really Doesn’t Want This Ethics Report Out, Huh?",It’s clearly getting under his skin.,https://slate.com/news-and-politics/2024/12/matt-gaetz-ethics-report-congress-republicans-trump.html,2024-12-20T18:00:00Z,"This is Totally Normal Quote of the Day, a feature highlighting a statement from the news that exemplifies just how extremely normal everything has become.
I was charged with nothing: FULLY EXONERAT… [+4674 chars]"
"En direct, François Bayrou premier ministre : Bruno Retailleau a été reçu à Matignon vendredi soir","Selon Matignon, le ministre de l’intérieur démissionnaire doit évoquer « la sécurité », dont celle du pape en Corse dimanche, ou encore la situation à Mayotte, qui se prépare au passage d’un cyclone. Il s’agit de la première réception de François Bayrou depui…",https://www.lemonde.fr/politique/live/2024/12/13/en-direct-francois-bayrou-premier-ministre-bruno-retailleau-a-ete-recu-a-matignon-vendredi-soir_6437830_823448.html,2024-12-13T21:31:00Z,"« Dans le contexte de crise économique, sociale et morale qui frappe de plein fouet le monde agricole », la Fédération nationale des syndicats dexploitants agricoles (FNSEA) et son allié, Jeunes Agri… [+1568 chars]"
Works on 'road from hell' to end after 23 years,"It has taken 23 years and cost almost £2bn, but the major road will be finished later in 2025.",https://www.bbc.com/news/articles/c2dxn7rj27go,2025-01-05T22:04:06Z,"Contraflows and even partial closures have been a regular occurance on the major route along the top of the south Wales valleys
Tony Blair was just halfway through his time as prime minister and FA … [+9920 chars]"
"La doyenne de l’humanité, la Japonaise Tomiko Itooka, est morte à 116 ans","Mère de quatre enfants, Tomiko Itooka est morte le 29 décembre dans sa résidence pour personnes âgées, a annoncé le maire d’Ashiya.",https://www.lemonde.fr/disparitions/article/2025/01/04/la-doyenne-de-l-humanite-la-japonaise-tomiko-itooka-est-morte-a-116-ans_6481211_3382.html,2025-01-04T11:14:29Z,"Tomiko Itooka lors de la célébration de son 116 anniversaire, dans la maison de retraite où elle a terminé sa vie, à Ashiya, le 23 mai 2024. AP
La personne la plus âgée au monde, la Japonaise Tomiko… [+1330 chars]"
I'm a Money Expert With $10k in Credit Card Debt. Here's How I'm Paying It Off,"Commentary: Despite our best intentions, unexpected setbacks can make us lean on credit cards. Here's how to course-correct quickly.",https://www.cnet.com/personal-finance/im-a-money-expert-with-10k-in-credit-card-debt-heres-how-im-paying-it-off/,2024-12-24T11:43:57Z,"2024 was a big year for my family, and not in a good way. My partner lost his job, our dog was diagnosed with cancer and one of my family members suffered a stroke. 
As a personal finance expert, I … [+5047 chars]"
"Act Now to Lock In Up to 4.70% APY. Today's CD Rates, Dec. 20, 2024",The Fed's latest rate cut means today's CD rates may be the best you'll find for a while.,https://www.cnet.com/personal-finance/banking/act-now-to-lock-in-up-to-4-70-apy-todays-cd-rates-dec-20-2024/,2024-12-20T10:30:00Z,"If you've been thinking of opening a certificate of deposit, now's the time to do it.
The Federal Reserve cut interest rates this week, and banks are likely to continue slashing CD rates as they did… [+5512 chars]"
Apple @ Work: The future of the Mac in the workplace,"Apple @ Work is exclusively brought to you by Mosyle, the only Apple Unified Platform. Mosyle is the only solution that integrates in a single professional-grade platform all the solutions necessary to seamlessly and automatically deploy, manage & protect App…",https://9to5mac.com/2024/12/14/the-future-of-the-mac-in-the-workplace/,2024-12-14T11:00:00Z,"Apple @ Work is exclusively brought to you by Mosyle, the only Apple Unified Platform. Mosyle is the only solution that integrates in a single professional-grade platform all the solutions necessary … [+3540 chars]"
Canada finance minister resigns as PM Trudeau grapples with new Trump term,Chrystia Freeland cites Canadian government's response to Donald Trump's US tariff threats in resignation letter.,https://www.aljazeera.com/news/2024/12/16/canada-finance-minister-resigns-as-pm-trudeau-grapples-with-new-trump-term,2024-12-16T17:09:00Z,"Canadas Finance Minister Chrystia Freeland has resigned in a blow to Prime Minister Justin Trudeau, who is facing declining approval ratings and opposition from within his own party, as well as the p… [+3528 chars]"
Elon Musk Says U.S. Needs More Power – But Rising Electric Bills Are Already Shocking Buyers,"As Tesla Inc CEO Elon Musk predicts U.S. electricity demand will triple by 2045, American homeowners already struggle with soaring power bills that...",https://finance.yahoo.com/news/elon-musk-says-u-needs-130022364.html,2024-12-19T13:00:22Z,"Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.
As Tesla Inc CEO Elon Musk predicts U.S. electricity demand will triple by 2045, American homeown… [+3297 chars]"
4 Financial Habits To Break After Age 50 If You Want To Retire on Time,"Reckless spending, ignoring savings and taking huge financial risks are potential losses many young people can and do recover from. Learn More: 3 Things...",https://finance.yahoo.com/news/4-financial-habits-break-age-145709695.html,2025-01-02T14:57:09Z,"shapecharge / iStock/Getty Images
Reckless spending, ignoring savings and taking huge financial risks are potential losses many young people can and do recover from.
Learn More: 3 Things Retirees S… [+3473 chars]"
